CodemixedText,HateorNot,text_length,matched_words,has_profanity,total_severity,Rule_Hate
mama ke dabre se bahir a gaye ho kya baat hachote bacha ka rape howa tha qasoor me baad me pata chala ke tum b un ke sath theye ha hidmat,1,137,[],0,0,0
bulbul ji aashiq tera hi aap ke saath kisi musalman ne kar dari ki hai kya yeh gaddari nahi hai sali rape karte hain musalman ki tokri hai,1,138,[],0,0,0
kyu madhu apne upar bhi toh film banaoki tum kaise film mai role dene ka promise kar ke rape karte hopahle apne gireban mai dekho,1,129,[],0,0,0
doctor chutiye terrorist hindu bhi hailalu kon hai hindu uske bache hai aur ha k rape ya shaadi kisne aur konse bagwan ne ki chck kar,1,133,[],0,0,0
aur rape karne wale ka arey uska kya usme toh humare desh ko aur naam kamana hai,1,80,[],0,0,0
par har min me desh me rape hota hai,0,36,[],0,0,0
bhai anti romeo squad phle hi din banaya gayaaur mulayam singh yadav ne kaha tha ladake rape karte hai to kya hua galti se karte hai,1,132,[],0,0,0
agar desh me education bardega to rapes murder corruption kaam hoga,0,67,[],0,0,0
yaha hindu hi hindu ka rape kare tab koi nahi ata,0,49,[],0,0,0
gau hatya beef exports kashmiriyat ke naam par haivaniyat bengal kerala mein hindu ki hatya rape aur loot kahan tak sahega hindu,0,128,[],0,0,0
chinta kt kro beta madhur tmko tmri bhakti ke lie rajya sabha mn entry mil jaegi bo bhi rape ke aarop lge hone ke baad bhi,0,122,[],0,0,0
sir gau humare liye bht imp hai pr kya humare desh ki ladkiyan nahi haiaaye din rape ho rahe hai hum kuch nahi kr rahe,0,118,[],0,0,0
haan poocha usne ek din rape ke kosis par kar nahe paya kyonki wo hizda thaa see where is his wife,1,98,[],0,0,0
ali bhai aaj kisi ne uworld se deep rape kia hay dard horahi hay p,0,66,[],0,0,0
ye kya chlaa hai jab tak wo khatm nahi hote tab tak humaare desh me rape murder khatm nahi honge unhe faansi do plzzzz sir,0,122,[],0,0,0
humaare hindustan k logo ko pakistaaniyo se bdlaa chahiye jo apne hi desh me saal ki ladki k saath rape kar k use jaan se maar diya gya,1,135,[],0,0,0
sal ka bachcha rape kar deta hai tum to ghotale ki baat kar rahe ho mangadhant kahani banane se koi vishwash nahi kar lega,0,122,[],0,0,0
bach ke re tu bhai rape wape hojana h tera kisi din,1,51,[],0,0,0
ek din ayega ki tumahara hi rape hoga aur jam kad rape hoga,1,59,[],0,0,0
bhakto ka kaam sirf bhaukna hai wo b sirf yaha twitter par fir bjp it cell ki shift khatam karte hai aur rape karne k liye bandi dhundte he,1,139,[],0,0,0
rupa ganguly ko batao k rape yaha applicable hota ha iske baare me kya kahengi jab ladkiyo ko agwaa karke ye dhanda chalate h chupgayi kya,0,138,[],0,0,0
tuu kar ke dekh le rape pata chal jayega chua aapiye,0,52,[],0,0,0
isko dekh kr lgta h ye bhi kafi baar shikar hui rape ki,0,55,[],0,0,0
pahle sabutsach ko janiye parakhiye fir boliyefir dekhiye police ke statements dekhiyefir me rape ka jikra nahi aur aarop jhuthe hai,0,132,[],0,0,0
toh kya muhammad ne other religion ki auraton ka rape kiya unko kafir bol ke rakshas toh sab mulle aur pisslims hain answer me,0,126,[],0,0,0
sir ji gurgaon me ho rahe lagatar rape crime ko dekhte hue to aisa lagta nahi fir bhi aapko lag raha hai to aapki sarkar ko badhai,0,130,[],0,0,0
ye dropdi ji din mai rape ki garenty de rahi hailagta hai inho ne hi koi contract le rakha hainari k sammn wale kha h,1,117,[],0,0,0
himachal pradesh k kotkhai m kuch dino pehle ek gudiya ka rape hua aur use berhami se mar diya gya phir police me janch ki lekin wo,0,131,[],0,0,0
apko bhi pata hai rape victims ko insaf nhi milta hai aur baat choti states ki ho toh best anchors bh chup rhte h,0,113,['chup'],1,1,0
iska rape nahi hua ye to chahte he de deti he,0,45,[],0,0,0
jo bahar se aaye tum hare ancestor ko mara rape kiya forcefully convert kiya aur aaj me tum islamislam ka gana gaa rahe ho,0,122,[],0,0,0
mamta bannerjee ka rape mat karna vo iske lyk nahi haishemale,1,61,[],0,0,0
mari ukaaat ki baat karta ha kisi madchod ki ulad phele apne wahan k halat theek kr har mnt ma aik larki ka rape hota,1,117,[],0,0,0
hello sir please himachal shimla rape and murder case bhi dikaho apne news channel par koi bhi bada news channel nhi dikha raha,0,127,[],0,0,0
as if islamic nation pakistan mein rape hote hi nahi hai pictwittercomziobwtydxv,0,80,[],0,0,0
nabalik bachiyo ka rape karne wale ki khabar nahi dikhayi to itna bura kyu lag raha haitumhari betiya ghar me safe hai hamare mahan saint,0,137,[],0,0,0
wat is this nonsense jo witnesses mare gaye unka zimmevar kon h koi bhi lady khamakha thori khaegi ki mera rape hua,1,115,[],0,0,0
pndavo ne rape ni kiya tha maa k khne pr vivah kiya tha na ki din fatima ko bhokha pyasa rkha tha,0,97,[],0,0,0
abe bhai kya keh re ho soch to lo bhai yogi g ne kb rape kiya haa galat baat ni jo fact h vo bolo n ki kuch bhi bol doge,0,120,[],0,0,0
kashmir se kashmiri pandito k saath rape krenge unhe mar k apni hi jagah se bhagne pr majbur kr denge,1,101,[],0,0,0
teri aapi ka rape ho gaya,0,25,[],0,0,0
tm to th per ho jis ny rape karna hai india chala jaye,0,54,[],0,0,0
dikh raha kashmir me danga ho raha auraton par goli chal raha up me sp office ke peechhe gang rape ho raha ye hai sachchai,0,122,[],0,0,0
ek aurat ho kar aurat ki rape bat karrhi ha owh tum ko sarrm ani cahiy,1,70,[],0,0,0
hindu rape hindu girl,1,21,[],0,0,0
kas yisi tarah udh astar pe rape aur dacaiti ko v rok lete and murder ko,0,72,[],0,0,0
his tarah salman ne hiran ko nahi mara that usi tarah asaram ne rape nahi kiya tha,1,82,[],0,0,0
kaun sa hindu baccho ka rape karta hai chutiye,0,46,[],0,0,0
sirf rape hi nahin nikah karte hain aur musalman banate hain hindu ladkiyon ko patake bolte hain ajkal,1,102,[],0,0,0
sir me himachal predesh se hu sir agr apne social media me dekha hoga ki himachal k kotkhai me th ki student ki rape k baad nirmum htya,0,135,[],0,0,0
yeh toh aisi lag rahi jaise yehi kar de rape,0,44,[],0,0,0
kyunki unhe chillane pe trp milta hai uske baad woh jhoot nikle toh unhe usme interest nahi rehta,1,97,[],0,0,0
delhi gang rape k kamino ko abhi tk jinda rkha h aur ek ko to sudhar kendra bhej diya aur aanand pal ko farji encounter kra,0,123,[],0,0,0
lagta hai ki husbands rakhne wali draupadi bhi rape ke paida hui hai,1,68,[],0,0,0
aur wo jo sal pehle rape hua uska molestation ka chori hui uska pictwittercomcvpvrmvqd,0,86,[],0,0,0
adibasi mahila rape hua kuch samaj birodi k haat adbasi sab gusse may saher may aakr gussa dikhaya plz coverge kigiye raiganj,0,125,[],0,0,0
bilkul sahi kaha aapneaur agar koi rape and death threats deta ho to wo ek bhakt hai kyu ki asi sigh bahakt hi rkh skte hai,0,123,[],0,0,0
shimla gang rape me aaropi pakde gye jinka aaj medical krwaya hai to jo pakde hai woh kaun hai aakhir ye himchal mei chl kya rha h,0,130,[],0,0,0
abhi bhi tm logo ka english se purana love chal raha tm chahte ho k wo ake phr se tm logo ka rape kre baqi bhi english mai cnvrt ho,0,131,[],0,0,0
bhai ke rape case pe kaun marham laga raha hai sir kabhi uski bhi charcha kar liya kariye,0,89,[],0,0,0
bike huye bhakto ka kaam yahi hota he,0,37,[],0,0,0
kahne ka matlab ham beef nahin khaate lekin rubber ke joote pahante hain lekin leather ke joote pahanne waale se nafrat naheen karta,0,132,[],0,0,0
y the hate towards them though kya bighaada unhone tumhaara,0,59,[],0,0,0
himachal gang rape ko highlight kyu ni kiya ja rha hai ye case kyu dabb rha hai,0,79,[],0,0,0
killers ko saza zaror mily gi,0,29,[],0,0,0
show baz shareef zaror phansi pa latky ga,1,41,[],0,0,0
bhai saare comedians ko milne wala hate akele batorne wala hai,1,62,[],0,0,0
ab aap toh sikh bhayiyo k bhi piche pad gayi all hate does is breed hate hum hindu bhi kisi se kam nahi h fraud aur kabootar udane mein,0,135,[],0,0,0
nafrat ki aag ko muhabat ke lahu se bujhaa dena fitrat hai hamari,0,65,[],0,0,0
beta capslock main allah ka naam likh kar agar apney liye dua maangi hoti tou zindagi main kamyab hotey aur nafrat k liye fursat nah hoti,0,137,[],0,0,0
shaheedon ki khoon ka soda ns hona tahir ul qadri ki azeem tarbeat ka nateeja hi we proud of bring qadriii,0,106,[],0,0,0
rape karnewale koi aur nahi roopa k paapi bhai haishe send themcheap womanaurat,1,79,[],0,0,0
kyuki taj mahal rape ki nishani hai,0,35,[],0,0,0
wande mataram se nafrat karne walo ko hujj subsidy lete dekha hae,1,65,[],0,0,0
in san logo ko sir e aam phansi deni chaiye,1,43,[],0,0,0
sarm ani chahiye aisi aurat aur netagiri ko tu to bangal ki ho aur wahi rahti ho please bolo kitni baar rape hua tumharasarmnak bayan,1,133,[],0,0,0
rape karoge bigdi beti hai to ye seekh hai nagpur se app logo ko,0,64,[],0,0,0
wahhh liked it khoon badh gaya,0,30,[],0,0,0
haa haa grammar nazi aa gaye,0,28,[],0,0,0
bibi tumhaare dada hijrat kar ke aaye the tum nahi legacy nahi hai yeh k naslon tak chale gi,0,92,[],0,0,0
bibi hate speech ko promote naa karo,0,36,[],0,0,0
yahi to khoobi hai pseudo secularists ki sir,0,44,[],0,0,0
remember deepu bhi pehni thi wo ek baar i hate those,1,52,[],0,0,0
pehle voh lallujiski aap favour karte ho use kaho ki logo ka khoon chusna bandh kare,1,84,[],0,0,0
aise logo ke wajah se he pyaar se he nafrat hogai hai aur phir trust issues,0,75,[],0,0,0
so much hatred but dont worry teri aukaat uske jute chaatne ki bhi nahi hai,1,75,[],0,0,0
i love chai jab muje bani banaye mil jaye,0,41,[],0,0,0
i hate chai jab muje banani par jaye,1,36,[],0,0,0
qandeel murder pe mujhe bhi dukh hua tha aur hai but they way she was going was condemnable yeh koi acha path nai tha,0,117,[],0,0,0
bjp ka haal itna bura hoga ki ye khi k nhi rahenge har chiz k bhooke hn koi rape karwata koi taskari koi corruption koi dange,1,125,[],0,0,0
democracy hai to sabko sunna hai,0,32,[],0,0,0
abhi to ap sab patwarion ki shalwarain b utaray ga sahi zaleel ho rhy hain patwari and khoon league deserve this,1,112,[],0,0,0
rape ke liye rajnath singh ko tweet karo bhai delhi police lg sab daba ke baitha hai rajnath,0,92,[],0,0,0
haan toh jagiye na from indians aap dhamki dete rahenge aur won rape krke nikal gye apne amarnath yatriyon ka,1,109,[],0,0,0
kya roopa gangguly ke sath rooj he rape hota he,0,47,[],0,0,0
i hate calling him maulana jitna ganda islam ko is banday nay kiya utna kissie nay nahi kiya hai,0,96,[],0,0,0
aapki speech suna beti ke bare meagar beti ki saadi ke baad uske sasural wale uska murder karte hai,1,99,[],0,0,0
gaddar jhootha qasmi besharam ghar ja ke rewind kar ke prog dekhna dna mai khilji gori babur ka gaddari qatl n nafrat se bhari khoon,1,132,[],0,0,0
note ban se atankwad khatm hone wala tha,0,40,[],0,0,0
ravishjiihimachal ke shimla mein ek ladki ke sath rape ki ghatna hui hai please ap use apne program mein dikhaiye please,0,120,[],0,0,0
tumhari army ne kya kiya bangladesh me majloom aurato ka rape,1,61,[],0,0,0
sabhi ka khoon what nonesense ye des hindustan h is des me videsi akar base inhone atank bhar diya or isko loot liya nafrat ka beej bo diya,0,139,['beej'],1,6,1
ek desh ek tax to phir ek desh ek kanoon kyon nahicommon civil code lagu ho aur jammu kashmir me anuched hate to islamic aatankikabume,0,134,[],0,0,0
hanloadsheeding bhe nae ho raeaur blasts bhe bohat kam ho gye hainkuch maza nae ata abthats why nawaz shuld go,1,110,[],0,0,0
grammar nazi aye,0,16,[],0,0,0
noteban se terrorism ki kamar tut gayi,0,38,[],0,0,0
kisi ne to yeh khwab din me jagate huye dekha public ko vishwas dilaya,0,70,[],0,0,0
isko kehty hain jhalat is chumpu k pory khandan ko ch nisar is ky samny phansi dai dy yhh vote phir bhi usko he dai ga,1,118,[],0,0,0
i hate nawaz shareef magar ajj kal panama case ma ak khilaf nahisab kay khatay khlne chayekis k pas kaha sa paisa aya sab k liye jit ho,1,135,[],0,0,0
hate karte hai na tujhe,1,23,[],0,0,0
jab tak sonagacchi sahi salamat hai kabhi kisi ka rape nahi hoga bengal mein,0,76,[],0,0,0
madam jab tak sonagacchi sahi salamat hai tab tak bengal mein kabhi kisi ka rape nahi hoga,0,90,[],0,0,0
din me rape hota hai isliye madam wha zyada chakkar lgaati haimaza aata hai zyada kya,1,85,[],0,0,0
post hi kiya haikoi murder to nhi kiya n,0,40,[],0,0,0
in se pucho inka kitni baar rape hua hai,0,40,[],0,0,0
bhai nishit jj dekh sachme best hai,0,35,[],0,0,0
toh phir apna naam hitler se hata k bullet girl rakh lo,0,55,[],0,0,0
ye to vahi bat hui ke ek dharm ka terrorism gaya dooja aa gaya bharat wapis th century mein nahi ja sakta,0,105,[],0,0,0
go drink cow urine tum log isi qabil ho or apni maa behen ka rape karo dont foget ma lahore nashta karny ay thy phr kesy bhagy thy,1,130,[],0,0,0
terrorism mai bhi interns hote hai,0,34,[],0,0,0
kattarta bilkul totl galt vo koi dharm ho terrorism kattarwad ka hi roop hai,1,76,[],0,0,0
ye to terrorism ki jagah doosra le lega,0,39,[],0,0,0
app ji ki mehr se gareeb logo ko kapde die hate hai ji jo ki bemisal bat hai,0,76,[],0,0,0
bhai sahab rape case me dalit ya muslims ladkiyon ko alag se kyon bataya jaata hai kya general ladki ladki nahi hoti,0,116,[],0,0,0
paap matlb fake girls se pictwittercomwzkksh,0,44,[],0,0,0
wo thodi dikhega bhai inheislamic terrorism ka naam lete hi inki zubaan pet mein gir jaati haifrustrated bechaarey,1,114,[],0,0,0
child rape par tame loko majak kari rahya hata tyare tamara mummy ne tamari chinta noti thati bhai,0,98,[],0,0,0
inhi supporters k khoon paseenay ki kamai loottt kar mian sb ne london me flats bana liyee o koi sharam hoti ha koi haya hoti ha payann,1,135,[],0,0,0
delhi rape case me khud ko ati savedansheel kehne wale sabhi news channel jo insaaf ki baat krte h kya unke liye himachal dur pd gya,0,132,[],0,0,0
kuch din pehle th standerd me padhne wali is bachi k sath bdi darindagi se rape kiya aur uski laash ko jungle me fenk diya gya,1,126,[],0,0,0
namastey sir me apka dhyan himachal me hue gudiya rape murder case ki aur kheenchna chahungi,0,92,[],0,0,0
kuch din pehle shimla kotkhai me th standerd me pd rhi bachi k sath gang rape hua aur use maar ker uski lash ko jungle me fenk diya gya,1,135,[],0,0,0
kya chahiye unse hate k liye,0,28,[],0,0,0
yarr duniyan mein ajeeb_o_gareeb log rehty hain khaamkhawaa nafrat kartey hain or phir block kar detey hain,0,107,[],0,0,0
delhi rape case k waqt sadko pe utar aye insaaf ki baatein ki kya ye bachi alag h kya ye is desh ki beti nahi thi,0,113,[],0,0,0
rape theft murder aur dusere cases ko toh goli maroh phele modiji ki aib ka dog filter se bachao,0,96,[],0,0,0
esi jagah ka bh kya fayda jahan apni bat dhang se na keh paye khul ke yebh nahi bol pa rhe ap ki ye terror islamic kattarpanthiyon ka tha,0,137,[],0,0,0
itni nafrat failake kya fayda problem kya hai tum logon ko jiyo aur jeene do,0,76,[],0,0,0
delhidehradun train mein seat par baithne k liye murder ho jate hain,0,68,[],0,0,0
yesss tuka ram prabhu raam ne bhejha tha usko isliye hindu terror game ka end hua shame on congress,1,99,[],0,0,0
ab aapka hi challan katega kewal bade log hi ye complain hai aap nahi vaise bhi is sestem ko aap se nafrat hai so enjoy,1,119,[],0,0,0
madam rape ka pata nahi leking rape ke zute case jarur ho rahe hai save men from such false cases,0,97,[],0,0,0
tabhi loktantra ka murder bjp karti hai supreme court bhi kai bar phatkaar laga chuka hai,1,89,[],0,0,0
to apko lagta hai indira gandhi brahmanical paidaish thi aur sikho se nafrat karti thi aur aaj jo sare brahman caste ke hai wo buddh aurn,0,137,[],0,0,0
desh ko khatra islami terrorism se hai ki galti sudharni hogi,0,61,[],0,0,0
waah re logic inka bus chale to ye party ke logo ko phansi de denge aur bolenge ki ye to party ka internal matter hai,0,117,[],0,0,0
omgtu to boukhla gyi haihahaphurrr maine tera murder se karwani haiaur ke thele ke niche chhupani hai,0,101,[],0,0,0
nawaz shareef pay bura waqt aya hwa hy jo tall nai sakta q k is nay ashiq e rasool mumtaz qadri ko phansi dilwai allah ka sakh azab hy is py,1,140,[],0,0,0
tera murder kar ksaridon ko jail bhej dena h maine pictwittercomzgcuyilpp,1,73,[],0,0,0
dogli bat karnewale tumhara koi bharosa hai kya terrorism ke janak ho pak parasti ki bat karte ho tumhara zameer kahan hai,1,122,[],0,0,0
aap jaisey nafrat failaney valon ki vajah se desh ki sanskirit transfer,1,71,[],0,0,0
transfer ho rahi hai,0,20,[],0,0,0
mohabbat tum se nafrat hai episode har pal geo via,0,50,[],0,0,0
pakistan itna paal poskay khoon pasina ek karkay inko bhejta hain aur indian army inhay ek hi jhatkay main halal kar deta haihow sad,0,132,[],0,0,0
sahi baat murder or maarpeet to aiway hi hoti hai,0,49,[],0,0,0
plz acche se fight karo dono khoon nikal na chahiye sane bc tu bhi toh rt ke liye hi pelta hai modi ko phir aisi baat kyun bol rha hai,1,134,['bc'],1,10,1
sahi toh kahaa hain ne baas woh safeed aur kaali dadi add karna bhul gayein sampatei registere rape snooping etc etc,1,116,[],0,0,0
kya galat bolo miyatum jaker dekha kya west bangal mekya ho raha hai kitane rape huwe kitane ghar jaleusake liye kya jibh me lakwa tha,0,134,[],0,0,0
ghumo gareeb desh ke gareeb logo ke khoon pasine ke tax se,1,58,['pasine'],1,1,0
hp m hue chote bacche se gang rape ko koi bhi bda news channel cover nhi kr rha h inhe sirf dalitmuslims case he nazar aate h pictwittercomvhsmacbu,1,147,[],0,0,0
its a pity that india ko bhi sharam nahi aati aur terrorism ki aadat pad gayi hai,1,81,[],0,0,0
ye sab pak ke agent hai kashmir me jo begunahoo ka khoon bahate hai fir apne pe aati hai to talk ki baat karte hailagta hi paise aane band,1,138,[],0,0,0
aur tu kiska jo abhi delhi me pakdaya hai pregnent kutiya ka rape karne ke liye,1,79,['kutiya'],1,3,0
modi se hate karne se nahi bhala hoga,0,37,[],0,0,0
minority bole jate hain crore loga jaha,0,39,[],0,0,0
terrorism ka khatmy ki jang ns ky khatmy k sath hog,1,51,[],0,0,0
phir roopa ji ka kitne baar rape hua hai bengal mei,0,51,[],0,0,0
ha pata hai jab zihadi terror me ek cm ban jaye to baki ke against jane me kootniti apnani padti hai,0,100,[],0,0,0
bhumi vikas bank ke employes ko mrne jesi halth me chhod diya,0,61,[],0,0,0
janta kya achar dalegi inch ke seene ka,0,39,[],0,0,0
agar pure hindustan m body scanner machine laga diya jaye to atank wadi hamle or murder daketi lutpat jaisi wardat shayad hi ho payege pictwittercomkedorhjnf,0,157,[],0,0,0
mastani se had se jyada hate hai kichah kar bhi mai uss actress ko pasand nahi kar sakti jise maine badi devrani mai bahut pasand kiya tha,1,138,[],0,0,0
hindu terror ka jhunjhuna bajaya ja ske,0,39,[],0,0,0
ye sirf un logo ke liye jinko aatankwaad k dharm par shaq hkuchh mutthi bhar intellectual logo ko hi abhi tak terrorism ka dharm nhi pata h,0,139,[],0,0,0
mujhe nafrat karne wale aapni duaoo mein toda aur assar laao kyu ki meri chahane walo ki tadad din ba din bar raha hai,0,118,[],0,0,0
i dont believe its sharbat,0,26,[],0,0,0
lekin yrflallu ne pair kyu pakdalogic ke hisaab se haarne wala bhaaga haijeetnewaala rehambheek deta haibhaitards ki logic ki rape hgya,1,135,[],0,0,0
mai apne desh rajya or gaun se bahut payar karta huan kaya aap karte hai agar ha hai to hate chanise product and love make in india,0,131,[],0,0,0
haan bhaaga thaa jaise ki ce ouatimd se darke bhaaga thaalekin usme bhi rape tere naya baap chakki ka hua thaa,0,110,[],0,0,0
main neutral hi hu radicalised ni hu jinko bas khoon ki pyas hai,0,64,[],0,0,0
jaha nari ki puja hoti hai vaha bangal ke kis gadhe mantry ne pucha rupaa ganguli g se ki kitani baar rape huaa aapake sath shame u pictwittercomcufqshmm,1,153,[],0,0,0
uni jake kya karegi sunni to tujhe gaaliya hi h btw agr aankh khol ke gor se dekhegi to pata chalega virtual gang rape hua tera,1,127,[],0,0,0
i hate dis word pyaar yeh kisi se nhi karna chahiye karna hi hai toh khud se karo,1,81,[],0,0,0
maine kab likha clash hua thaamaine bola baar rape hota baar face kiya hai weeks gap mein,0,89,[],0,0,0
hai to asaram to rapist haiab tum halala me jo rape hue haiusko condemn kar zara,1,80,[],0,0,0
corruption khatm,0,16,[],0,0,0
kashmir azad hoga terrorism se,0,30,[],0,0,0
strict law follow honi chahiye rape ke liye jisse rapist ko kuch galat kerne se phele hamesa ye image ka khyaal aaye pictwittercomsgjjzsmasg,0,140,[],0,0,0
wo mere bina khush hai tho shiqayat kaisi ab use khush be na dekhu tho ye mohabbat kaisi,0,88,[],0,0,0
monto says piyaar se achi nafrat hai q k piyaar mai seraf kaprhe utarte hai,0,75,[],0,0,0
abe deshbhakto bante ho to jao roko unhe jo train mahilao ko chedte h roko unhe jo gang rape kerte h,0,100,[],0,0,0
ek gadhi the jinhone desh k tukde hone dia jb muslim hindu aurato ka rape kr rhe the to unko samjhya hone do jo ho rha huska pota bi waisa,1,138,[],0,0,0
wo development kis kaam ki women men save na horape murder ho rahe hai kya ek strict law nahi honi chahiyejisse criminals me der ho,0,131,[],0,0,0
nahibilkul nahi agar aisa hi to har murder ka saza death hee hona chahiye,0,73,[],0,0,0
itne saal baharse terrorism ko paisa aa raha hai koi kuch nahi bola us baare mein kyu woh kiske papa haisocho sirf tweet nahi karna,0,131,[],0,0,0
hitler rule hota toh desh me azam khan jaise traitors bhare pde na hote,1,71,[],0,0,0
ya wahi rupa hai jo film me kaam karti thi na jane kitne seen howe rape kuch kolkata me seen howe yade taza ho gai,0,114,[],0,0,0
aisi hi taarif logo ko hitler ki bhi karni padthi,0,49,[],0,0,0
modi ka to pata nahi par aj vi delhi me rape ro raha haitum log sirf modi modi modi ka mala japte ho delhi walo ko help karo,0,124,[],0,0,0
achha bo rabish k bhai pande ji ko rape case me ander daal diya ya bhai ji ki jaat puchkar case ltka diya,0,105,['jaat'],1,1,0
indra dev nahi tha vishnu to tha na vrinda ka rape kyo kiya tha khud ko knowledge hai nahi aur samne valo ko bol rahe ho,0,120,[],0,0,0
ek godse aur ek gandhi toh terror par suar mommad jinna hazarrooon ko islam suaristan ke marrey toh voh harami qaid azam,0,120,[],0,0,0
mujhe vlive in relationship ko prve krne k liye shaadi ko sirf rasme bana diyahate dis,1,86,[],0,0,0
ghotale aur rape ki umar sarkar dwara sunishchit ki jaye tabtak k liye inko woh kam krne k liye lac ka inam diya jaye,1,117,[],0,0,0
i hate dis line i mean shaadi ka koi mtlb hi nehi hai sirf or sirf rasme mai,1,76,[],0,0,0
only thing i hate about is that ki baarish main pakode khaane kaa bahut maan karta hai,0,86,[],0,0,0
aur dono ko bhadkane ke liye ye dress twittercomsuwnbjpi,0,56,[],0,0,0
transgender jis mulk mai safe nahi kabar ko aurton se rape hota hai kam se kam woh tou ye na hii bolay please,0,109,[],0,0,0
kuch esa kr bhai log hmesha yad rkhe help niche tk phunchni chahiye bich vale kha hate h,0,88,[],0,0,0
tv ki sita ko ye b nahi pata ki kya bolna hai kya nahi bas nafrat ki rajneeti se matlab hai inhe,1,96,[],0,0,0
iss kalute ki aukaat murder jaisi porn movie banane ki hain ek barfi kya bana li bhai ko target kar raha tha khul gaye patte,1,124,[],0,0,0
bhai aap logoan ki sooch pe daya aatti hai ki aap log real terror attack to ek filmi kahani ki plot ki tarha twist bhi kar skate ho,1,131,[],0,0,0
tum pak jake china ko chato hame ghanta fark parega kashmir me militant bhejti terrorism failate islie tumhari beaten bhi hoti hai ind me,1,137,[],0,0,0
jitne sadqaat khairaat pakistan k musalman dete hain koi aur mulk nahi deta rape capital nahi hai hamara koi shehar dehshat gard pm nahi,0,136,[],0,0,0
kisi ko afwah me mar diya to muje kya hazaro ka rape hua usse muze kya meri sarkar h mai rok ni paya use tumhe kya,1,114,[],0,0,0
mujhe kisi ne pathar nahi mara matlab stone pelting nhi ho rahi meri pehchaan me kisi ka rape nhi hua matlab ladkiya india me khush hain,1,136,[],0,0,0
nawaz shareef qadam barhao model town par phansi aap ka muqadar he,0,66,[],0,0,0
ho hi na jaye nafrat ho jaye to sara issue hi hatam,1,51,[],0,0,0
kauish puchta hey hey hai chini bye,0,35,[],0,0,0
ab rape ko b dhrm m baat diye howah yr kya mentality h tm logo kiyaha aaye din aise incident hote h koi dhrm jati hindu muslim ni pcuh rha,1,138,[],0,0,0
well said joshijee madam ka khoon attasnkio par nahi khaulta,0,60,[],0,0,0
desh ko lootane wali party,1,26,[],0,0,0
riya delhi main uska murder hua hai uske headline jaise zunaid ki banayi thi kyon nahi banti kyo who hindu thi,1,110,[],0,0,0
toh phir iska toh saikado bar rape hua hoga,0,43,[],0,0,0
bhai sahi movie hai dekh ke ek aadha murder apun ko bhi karne ka haikya acting hai ki,0,85,[],0,0,0
riya delhi main uska murder hua hai uske headline jaise zunaid ki banayi thi kyon nahi banti kyo who hindu thi,0,110,[],0,0,0
samaj lenge woh baby rape joke ke liye andar gaya,0,49,[],0,0,0
shrikant ji up me bomb ka terror akhilesh yadav party ki nakami hai,0,67,[],0,0,0
inka kahne ka matlab hai inki age in days baar inka rape hua hai lol,0,68,[],0,0,0
terrorism khud khatam ho jayega,0,31,[],0,0,0
lagta hai inka bhi rape hua hai waha,0,36,[],0,0,0
kaisa thakur hai tu apne purkho ke naam pe free mein sirf garv karna jaanta hai,1,79,[],0,0,0
ek rape kar ke dikha dum hai to,0,31,['dum'],1,2,0
hatechal raha hai,0,17,[],0,0,0
kuch bolne se pehle apne country ka halat dekh lia kar jaha sab se ziada rape hota ha jaha larkiyo k liye koi izzat nhi sirf rape karte ho,0,138,[],0,0,0
chor ka bacha chor pahle baap n to ab beta be barbaad karna suru kar diya h bihar koroj bihar k har block m loot murderkidnapping suru h,0,136,[],0,0,0
aur kyun media kisi bhi aadmi par sirf rape ka ya dahej ka aarop lagte hi usey doshi maanta hai,0,95,[],0,0,0
uncle mera raaz hota to apko ek dictator dekhne milta ye mulle sucide kar k marte unko jindagi se nafrat ho jati,1,112,[],0,0,0
or vaise bhi season jo arjun ki nafrat vs maya ka pyar based hai,0,64,[],0,0,0
inqilab phoolon ki saij ni kaanton bre rah hi is mn karkono khoon dna ho ga,1,75,[],0,0,0
ho hadapne ka tumhri aye khoon me aadat h dusri ki cheeso ko churake uspar lipa poti karke apan bana na,1,103,[],0,0,0
jitni nafrat tumhare dilo me hamare liye he us se kahi jyada pyar hamare dilo me tumhare liye hehahahahamind blowing acting krk,1,127,[],0,0,0
but i hate dictator jo bhi guzray hen jis ne bhi apne mufad k liye army ko used kiya pictwittercompdijuaaige,1,108,[],0,0,0
waahhate him or love him you cant ignore himbaar baat dekha na trailerkaash to dbb raabta aur sdr bhi baar baar dekha hota,0,122,[],0,0,0
terrorism ko khtam kroram mandir banvao ye percentage ho jaegikyoki to muslim h,0,79,[],0,0,0
madam ne apna sara khoon donate ka diya hai,0,43,[],0,0,0
ye kadi ninda bali govt nhi haiarmy apna kaam kr rhi haibahut jald terror free kashmir ho jayega,0,96,[],0,0,0
hate karne wale k maan main bhi pyar hota hai,0,45,[],0,0,0
wo army thipar hum bhi toh haraami the twittercomlupyubplhr,0,59,['haraami'],1,5,1
jaise muhammad k atankvadi ghire hain army encounter kar rahi aab to muhammad nam se darrr lagnelaga hai islamic terror,0,119,['atankvadi'],1,4,1
wo ro ro kar kehta raha mujhe nafrat hy tumse hitler rule hota to ye azam khan khud bhi abhi tak na hota chaar din ki zindagi haiaur ye tha din haiyeh soch kar itne saal nikal diyewafadari mhare khoon me hai twittercomsnrgpawnjm,0,228,[],0,0,0
